motor_type,temperature,vibration,current,speed,maintenance
Hybrid Moulding Machine Motor,52.076159921217275,7.565064667085005,33.50457470032039,1733.046901327681,0
Hybrid Moulding Machine Motor,63.42670031454577,7.041146473954937,40.54686207884576,1304.519895718255,0
Automatic Mould-Handling Motor,88.63435490951704,6.65753195520975,30.121146226078913,1632.6222050600195,1
Automatic Mould-Handling Motor,68.38213535231613,6.704866669592448,23.659834092538397,1465.5790675599303,0
Hydraulic Gesa Moulding Motor,101.3754929243164,5.4677529968557295,31.76756980263862,1397.0612807687705,1
ID Fan Motor,47.43469627398973,3.601434336465731,20.488624788050533,1809.739578165344,0
Automatic Mould-Handling Motor,67.69258596770347,2.44016053347374,28.100864310346648,2061.6017041416912,0
Dust Collector Fan Motor,70.59273905487991,7.199793267422011,15.112511197058964,871.8617987894811,0
Hydraulic Gesa Moulding Motor,99.58893564717962,3.2095758661181018,48.39933269954524,1539.2221731858274,1
Dust Collector Fan Motor,65.46807121845475,10.695993856900646,20.42985305262315,1772.921452487945,1
Hybrid Moulding Machine Motor,75.10991530981862,6.870454328447873,54.06922938870691,1659.420003288099,0
Hybrid Moulding Machine Motor,84.27415134530817,3.405461252932877,65.5964004958752,914.3736601432495,1
Hydraulic Gesa Moulding Motor,93.64420902360149,8.840670434322202,37.82577219892897,1677.3948350783944,1
Hydraulic Gesa Moulding Motor,74.16280680737168,8.12279478385716,68.27485700779998,1360.6410754065096,1
Dust Collector Fan Motor,55.0941531908132,4.3506973446978545,29.707680514414527,1487.9744587880991,0
Dust Collector Fan Motor,72.19679900346601,6.614599041753219,22.87717271303376,1688.8886525770836,0
ID Fan Motor,41.69943367310255,4.167479606337957,19.481695591262067,2006.4051097106744,0
Automatic Mould-Handling Motor,57.12328388068218,2.558859791436291,24.646378174550296,1848.5811953240325,0
Hydraulic Gesa Moulding Motor,89.17373882390854,4.1665085617677065,42.060773176516776,1737.1781968272437,1
ID Fan Motor,53.044161154111066,6.4047821513051275,5.82000420561201,1247.1794710539234,0
Automatic Mould-Handling Motor,78.24166352488442,4.739713891264631,30.775967719941747,1678.5471076310741,0
Hydraulic Gesa Moulding Motor,82.42288930163355,5.085789944773512,33.39020891789775,1580.7952962757615,0
Hydraulic Gesa Moulding Motor,87.48943780462587,9.38503652779284,54.81629840729628,1230.8236885542506,1
Dust Collector Fan Motor,72.800957867342,5.705885236995723,13.04701681924493,1403.584247504102,0
Hybrid Moulding Machine Motor,78.00085864849439,7.740160583064688,40.6668658833276,1518.0698764467277,0
Hydraulic Gesa Moulding Motor,73.93469271449764,3.4296435467443134,31.27519111578182,1523.702704273217,0
Hydraulic Gesa Moulding Motor,93.85225206090709,6.067854808274038,45.03658835043366,1908.0334098744515,1
Automatic Mould-Handling Motor,78.10907565598005,7.950712433899104,36.86127698561616,1452.0184410109719,0
Automatic Mould-Handling Motor,69.25798551192321,2.0160513490823013,42.721261752086804,1641.4925863344206,0
Hydraulic Gesa Moulding Motor,86.65631353068355,9.699520094233057,38.436673171793004,1728.471552389279,1
ID Fan Motor,46.32634016516751,1.4870357037787123,10.627195053475328,1637.3029363286516,0
Dust Collector Fan Motor,66.79273985448333,6.02518480156359,18.58605659129299,1268.09706484336,0
Hybrid Moulding Machine Motor,63.6836790172516,4.082222363497584,57.24105607059464,1289.490006897651,0
Automatic Mould-Handling Motor,73.8906806437049,6.952618252962205,18.37720432742111,1735.2019232742505,0
Hybrid Moulding Machine Motor,59.11789849395113,10.472860330506379,30.917126913860848,1237.4763531395647,1
Hydraulic Gesa Moulding Motor,84.10107170932591,13.128512517647659,69.25635757279075,1326.928903301279,1
Hybrid Moulding Machine Motor,64.18330450629325,5.491112607882723,60.21621957526746,980.9054068727467,1
ID Fan Motor,59.20145772017452,2.341240667269045,11.705555536832374,1415.3336433038367,0
ID Fan Motor,57.04369150773016,2.4834664536793696,17.489511186188984,1296.6641721019846,0
ID Fan Motor,54.312760928484295,3.985379574368154,5.622289364822532,1320.1874931138682,0
Hybrid Moulding Machine Motor,70.04719329746365,6.6174514844118555,34.59921434224908,1686.8549797042497,0
ID Fan Motor,46.788459306748855,3.1425901719702454,16.24178725644187,1962.4112990754547,0
Hybrid Moulding Machine Motor,38.696477077271,5.829342345126218,33.78505293033239,1767.8476092896567,0
ID Fan Motor,67.36448754929192,4.606409010931845,11.004143406083706,1791.4712852863067,0
Hydraulic Gesa Moulding Motor,97.86854208661374,10.133475505440341,48.495245098422295,1397.3074084126802,1
Hybrid Moulding Machine Motor,70.48663786834437,7.1008778901936935,49.880230195347586,2115.735822523647,0
Automatic Mould-Handling Motor,72.30593165555442,6.435084511591924,42.01885641676822,1522.2284341259326,0
Hybrid Moulding Machine Motor,71.98066895923259,1.7902912769152657,51.623541815528135,1693.7198366169741,0
Dust Collector Fan Motor,64.88225393092051,7.592810859392653,16.31168936069348,1000.5920411414977,0
Dust Collector Fan Motor,52.81471303622591,8.41183041448517,20.253528407949872,1088.5231860830627,1
Automatic Mould-Handling Motor,78.66598246096848,3.1202404273452897,25.889064661306453,1182.2359434333146,0
Automatic Mould-Handling Motor,75.43702668084273,7.147364024197505,30.60838431917108,1605.8879926616705,0
Automatic Mould-Handling Motor,66.84500926711512,3.881949013532286,18.527289046139806,1442.5401528260122,0
Dust Collector Fan Motor,62.00270937315085,4.36264602936284,14.248570898678661,1417.9170769488094,0
ID Fan Motor,55.73503299003711,4.8681530699230695,10.483769415270716,1182.1262561350054,0
ID Fan Motor,60.108125587603055,1.7555635329573378,9.054351310969414,1673.8513204649562,0
Dust Collector Fan Motor,66.5367230450612,9.19422544504162,16.48248417535803,1538.2303220004271,1
Automatic Mould-Handling Motor,83.51402092378828,3.024128308406917,30.22896447654261,1790.5869468913263,0
Hybrid Moulding Machine Motor,68.8487416766731,4.111148898498936,20.72264415690913,1561.039090760167,0
ID Fan Motor,50.37348075697336,3.191409519365321,16.758399125138993,1567.0008476089065,0
Dust Collector Fan Motor,52.51595268493863,6.413378926002154,15.901297434258886,866.7901436549465,0
Dust Collector Fan Motor,64.93621886946706,8.959888277780053,18.46420984588571,1241.6147396015208,1
Dust Collector Fan Motor,81.67581784433251,8.78180699237055,5.954591871823357,1820.2368516704255,1
Hydraulic Gesa Moulding Motor,96.74878323114277,3.571052129964305,26.293336295974655,1782.3853734181425,1
Hydraulic Gesa Moulding Motor,85.95893790757759,6.917245835297896,51.906415615662,816.6148746568327,1
Automatic Mould-Handling Motor,76.73966329169569,6.815743894484855,29.929675549573155,1635.4233595942494,0
Automatic Mould-Handling Motor,80.66340130519022,6.663636352210526,16.030707530710472,2285.009983980478,0
Hydraulic Gesa Moulding Motor,72.04851489264983,9.211796005779478,43.55111265186225,958.5353698006443,1
ID Fan Motor,56.29516388913403,4.550794795826601,15.94997202280289,1729.2613164005725,0
Hydraulic Gesa Moulding Motor,89.17102638330827,7.5323944944290995,68.2289486557486,994.5383583096782,1
Dust Collector Fan Motor,81.53635201401104,2.1101214192585007,9.598706693918786,1568.898739269942,0
Dust Collector Fan Motor,84.11902617774659,4.7911710437365755,16.720757238569014,1547.8600217192168,0
Hydraulic Gesa Moulding Motor,84.45375048045571,5.688044439852538,56.2988468120935,1453.2968293823762,0
Hybrid Moulding Machine Motor,68.92134172570961,6.784323650532452,32.86580736730901,1676.4985555381927,0
Automatic Mould-Handling Motor,78.94452142378297,4.158031038359474,32.3181988551713,2122.6202395936316,0
Hybrid Moulding Machine Motor,77.3822116553763,2.231807110931004,33.99056341098887,2072.1056705731667,0
Automatic Mould-Handling Motor,82.07924366969674,9.416901051732363,45.98439633829622,1026.143772806222,1
ID Fan Motor,53.564928003818984,3.487725970894008,15.569643279260845,1528.6861337668176,0
Automatic Mould-Handling Motor,52.109387430670026,7.864963834905012,39.717776477492386,1235.7409066535217,0
Dust Collector Fan Motor,67.70797125995531,5.169424172198397,21.79669119663771,2181.2078573413187,0
Automatic Mould-Handling Motor,70.12604976078852,5.807641117358611,21.268876501652237,1254.899568221732,0
ID Fan Motor,55.42939742331635,1.92681106388186,13.915919302985568,1600.0986315860846,0
ID Fan Motor,55.522211368880036,1.3631903440694508,8.882295216489867,841.0456197503972,0
Hybrid Moulding Machine Motor,81.58277467464634,5.3884061043859,34.871104690606295,1334.2062679958983,0
Hybrid Moulding Machine Motor,81.97394706942175,11.49829301562451,48.6171825790202,1970.2783262636904,1
Hybrid Moulding Machine Motor,53.991517759861495,10.240110778722958,47.85238787624869,1483.3245987268635,1
Hybrid Moulding Machine Motor,67.58049240884343,5.400339280961456,47.72024717264884,1969.4113754800587,0
Hybrid Moulding Machine Motor,86.03947256682471,7.975686547654471,42.60233244379526,1632.6349995940418,1
Dust Collector Fan Motor,60.17881755755748,8.60369833632019,14.235486693735137,1351.3832271206259,1
Hybrid Moulding Machine Motor,70.50152421059825,9.235478796177372,19.690424443422167,1958.865095838184,1
ID Fan Motor,50.220982248054476,3.2929302780665686,13.901275440849227,1895.6515863272314,0
Automatic Mould-Handling Motor,83.52246489030269,0.358525252043739,28.160963428428907,1688.4420040442008,0
Dust Collector Fan Motor,71.72421800201245,5.923016559960518,15.339120645088267,1524.7967878335096,0
Automatic Mould-Handling Motor,72.54256935914056,4.454552860504659,8.424906856467427,1483.7115400446564,0
ID Fan Motor,61.4827592140321,0.28611371164468746,7.931231317818438,1655.000792594437,0
Hybrid Moulding Machine Motor,90.48986463758953,2.426743473614369,41.318235363456935,1838.894845491711,1
ID Fan Motor,48.63845035632328,1.1584658123596594,6.549185585840084,926.6238960317928,0
Automatic Mould-Handling Motor,70.5197286019977,0.7518038513396528,18.530331420304922,1939.616926655728,0
Automatic Mould-Handling Motor,88.88582269040288,-0.3187027140987455,13.372986760648455,1127.8079766937287,1
Automatic Mould-Handling Motor,71.57312405919652,4.257118268008417,18.73990644225743,1266.6549937227373,0
Dust Collector Fan Motor,62.10487223013597,5.860820354173979,20.91189597936272,1268.1998573179587,0
Hydraulic Gesa Moulding Motor,94.66644015449525,0.9770293077400591,43.44216683748846,1312.791211907837,1
Hydraulic Gesa Moulding Motor,59.49796064517791,10.531035008824734,69.4418603552604,1551.7675288903076,1
Hybrid Moulding Machine Motor,66.84386624909091,5.92695987111602,49.766366897483266,1217.8758676296293,0
Automatic Mould-Handling Motor,72.24190434398008,2.8849374971333153,25.172509960777898,1422.8633186258344,0
Dust Collector Fan Motor,51.641766623452796,9.529373868525438,10.550992614305265,1255.1083772835464,1
Dust Collector Fan Motor,62.36535201344158,5.806347925213179,15.146816735013903,1804.7060835190453,0
ID Fan Motor,44.47918350249603,1.8460933180493098,15.887290760690941,1490.712524809028,0
ID Fan Motor,68.67087236913044,-0.8408050745624265,15.478961760913652,1817.1374800068925,0
ID Fan Motor,51.2628729813923,1.9982283591888739,6.846210480970701,1530.2452266762157,0
Hydraulic Gesa Moulding Motor,82.35014306117218,4.5648816671549035,61.12379133571708,989.2249187286479,1
ID Fan Motor,65.86570159799166,2.4749814872018363,8.404800367030143,1227.1098307530083,0
Automatic Mould-Handling Motor,91.20533445165877,8.140989270522278,21.969936867493033,1653.088916874697,1
Hydraulic Gesa Moulding Motor,76.12081652844732,10.929197708669756,48.719427387903266,1936.4783424977,1
Dust Collector Fan Motor,69.14127216375299,4.548512373693069,19.12060058686247,1273.3851202940032,0
Dust Collector Fan Motor,71.59532310605968,5.750772437313061,22.48820835577035,1950.291489169287,0
Dust Collector Fan Motor,69.15897781079987,5.763353154638019,17.701148209040547,1164.2655215919874,0
Dust Collector Fan Motor,60.39489739009781,6.244019629290723,33.360507229612764,1471.182030082605,0
Dust Collector Fan Motor,61.159019281629654,10.596937723469667,10.391870930141591,1101.2562518515451,1
ID Fan Motor,66.85016412178469,2.443282416845189,5.7681907292933285,1379.8855919450045,0
Automatic Mould-Handling Motor,71.92214383320187,3.682203156047594,35.30989771110417,1803.0424381285854,0
ID Fan Motor,56.066206005599525,0.8975867695478785,13.520791404023853,1683.175723585147,0
Hydraulic Gesa Moulding Motor,89.65763814480566,10.290760037860624,55.59612543865641,1503.4045436928657,1
Dust Collector Fan Motor,52.78758510641803,5.88419018532443,22.910908407831236,1540.1542962738,0
Hydraulic Gesa Moulding Motor,70.16882727734237,9.34712624749362,52.059960531365036,1210.8577469708346,1
Hydraulic Gesa Moulding Motor,93.54883325042171,7.258752678873022,48.0182472639392,1765.9552237707162,1
Dust Collector Fan Motor,75.78284625063229,8.594812229725248,23.41352804033515,896.4245990388686,1
Hydraulic Gesa Moulding Motor,82.66560525960455,6.063754135009568,73.83634188360281,1231.617809334149,1
Hybrid Moulding Machine Motor,82.00473657784643,7.294537664072842,64.50875707256887,1645.5525315688767,1
Hydraulic Gesa Moulding Motor,90.41318029005066,8.34909661618565,34.75804642861715,1675.6510382575739,1
Automatic Mould-Handling Motor,75.82283989275425,7.130960750130702,25.861692399197022,1922.804232055674,0
Hydraulic Gesa Moulding Motor,111.17245571881261,5.548887167789919,44.83436491562433,1043.6265376234064,1
ID Fan Motor,56.7218437507236,-0.002261172278526402,4.5546043852927065,1410.0784270172392,0
Dust Collector Fan Motor,56.96687386598346,4.464404869791743,17.791890675679312,1570.2644197609561,0
ID Fan Motor,49.27924497416859,2.1698512163835106,14.252315495890283,1040.2417974248037,0
Automatic Mould-Handling Motor,74.02900432596677,5.108637772908473,39.10536592110245,1400.5240127210525,0
Hydraulic Gesa Moulding Motor,78.46146168685867,5.996580098164291,62.02845240057284,1652.456933247639,1
ID Fan Motor,70.01018927716265,3.0635449472506053,5.203971180625329,1553.2126175518638,0
Automatic Mould-Handling Motor,82.95906504847474,7.097061877015201,32.74894871628174,1387.0342046933201,0
Hydraulic Gesa Moulding Motor,82.4350762502156,2.952767655008304,78.21257801995093,2038.7633019286563,1
Dust Collector Fan Motor,47.034662408049314,4.243257625814431,16.914055566361657,971.4408773880784,0
Automatic Mould-Handling Motor,80.43499102789342,7.167219307810942,23.195548330702437,1531.4205895914392,0
Hybrid Moulding Machine Motor,57.58612694786925,4.672674900145203,39.60247632551444,2038.3673590553362,0
Hydraulic Gesa Moulding Motor,88.33713237015847,4.317519612497711,2.7878675685987417,1238.9330273569465,1
Hydraulic Gesa Moulding Motor,81.81643369484452,10.088390957371466,63.17001166477584,2105.0662632560748,1
Hydraulic Gesa Moulding Motor,87.00713822391157,6.422123727638821,63.85982246038464,1832.6110741748723,1
ID Fan Motor,53.40257480703125,2.1776367299352364,7.32441493703312,1277.2456947429177,0
Hydraulic Gesa Moulding Motor,92.10224989734299,12.095066403722745,45.26213012644481,1644.1686322232242,1
Automatic Mould-Handling Motor,74.58378506707486,6.112113295657712,25.664807004891617,1691.667313781032,0
Dust Collector Fan Motor,68.34602043828801,6.8008240584768735,16.645718114584,1501.0244253535232,0
Hydraulic Gesa Moulding Motor,82.29318881623884,7.6393096444684465,34.60215788530121,1723.8760698081662,0
Hybrid Moulding Machine Motor,66.48155287301297,4.823921082384351,39.4429555511032,1401.0255794599577,0
Dust Collector Fan Motor,74.67185555285172,3.1170115038727695,19.053274979343048,1622.5537045132278,0
Dust Collector Fan Motor,71.01522094426159,7.953798156074132,13.827470220660144,1487.5289707372426,0
Automatic Mould-Handling Motor,69.13451911478657,8.82160917691757,38.82933554020644,2017.62488251664,1
Hybrid Moulding Machine Motor,68.82065433700903,1.4118993984362405,48.78548328799687,1824.0207000966493,0
Dust Collector Fan Motor,64.09606574505531,3.5501298996220956,18.533713635658213,1849.7741146114201,0
Hydraulic Gesa Moulding Motor,67.74520619443145,9.62506934189806,58.65701070656798,1330.7764107789815,1
Automatic Mould-Handling Motor,72.77587221544434,2.7060827425331215,29.08327759753625,1689.9802506910728,0
Automatic Mould-Handling Motor,56.532275655285986,3.8666611749797886,39.30788366425007,1221.200341769318,0
Dust Collector Fan Motor,54.98768460647645,8.88752920814652,17.507092929644585,1835.1887494764383,1
Hybrid Moulding Machine Motor,72.42702421657364,5.924858911009043,48.49258649499545,1716.762024087023,0
Dust Collector Fan Motor,70.14178207894035,8.658305060264862,19.17912701820882,1712.7011272765537,1
ID Fan Motor,46.443246803984216,3.2273981087337473,6.052916869198655,1594.9278219147252,0
Hybrid Moulding Machine Motor,71.1529397341971,4.7973708563127975,50.08772258786469,1304.2128062092827,0
Automatic Mould-Handling Motor,94.62822634045459,4.2298794762809875,32.62796296103853,1478.3149565788729,1
Automatic Mould-Handling Motor,82.85800158650832,5.85091512356993,22.264190854966294,1485.6865931574062,0
ID Fan Motor,55.97657247354388,1.4058466134983718,11.943851562627556,1385.0452446041782,0
Hybrid Moulding Machine Motor,74.72399900797555,10.954062726063418,29.48417598430982,1511.2980699503814,1
Hydraulic Gesa Moulding Motor,63.37553761196321,4.178041459961065,68.78954304561633,1665.7572255775156,1
Dust Collector Fan Motor,76.19484349268802,7.849267365825538,18.357782219521045,1305.9189666883278,0
Dust Collector Fan Motor,75.12157801298959,7.1187184174566625,15.987527137834855,2224.018174535141,0
Automatic Mould-Handling Motor,76.14533366215464,6.900290941997664,28.416374987453356,1895.1834680193558,0
Automatic Mould-Handling Motor,91.85648301419165,4.079409111612306,43.85772201988519,1822.524846310789,1
ID Fan Motor,53.07791615083408,3.0089991356823,14.091341952141999,1327.8899988184262,0
Automatic Mould-Handling Motor,61.88778989824885,7.396889905663372,26.082404203773518,2428.2147046862856,0
Hybrid Moulding Machine Motor,75.52166175457376,3.943018587003986,36.91148155091986,999.4247778367231,0
Hydraulic Gesa Moulding Motor,91.19454901194345,10.119475645857447,27.03502707536358,1229.5197761893282,1
Hybrid Moulding Machine Motor,70.25737099046509,10.450581468377052,51.42752153244651,2383.8638479989677,1
ID Fan Motor,65.1035661487472,1.949338884557272,16.314723333725183,1488.4474591497878,0
Dust Collector Fan Motor,69.79827084771783,8.267093549005411,10.3366772044615,1035.3660532463364,1
Dust Collector Fan Motor,76.01442794303144,7.554032191514578,20.409753032948842,1294.3169156754577,0
Dust Collector Fan Motor,67.59040102084757,5.41702004201302,8.09705273977343,1484.8731444835537,0
Hybrid Moulding Machine Motor,84.49060721824041,2.385558676211705,61.74030467342832,1765.4179265262412,1
ID Fan Motor,57.24568033346384,2.39578626744377,15.229172499244337,1126.2701822700903,0
ID Fan Motor,52.193792792128654,2.915804658076859,11.812317684483263,1643.1122481669365,0
Automatic Mould-Handling Motor,73.49580145538167,6.991097170724557,25.269574279263754,914.3444335789667,0
Hybrid Moulding Machine Motor,67.66674601677796,9.58421730344009,47.787090526083944,1082.401098843597,1
ID Fan Motor,50.547881550658126,0.9344135250310901,17.618173496043504,1018.336978007676,0
Hydraulic Gesa Moulding Motor,97.93626290437255,8.033267680741208,47.98430841788715,2037.3431360587879,1
Hybrid Moulding Machine Motor,65.35195952450366,6.610609635559435,25.151900254635443,1688.7746915680755,0
Hydraulic Gesa Moulding Motor,77.72006735381144,8.845170880847585,46.16854695689806,1502.7875257592739,1
Dust Collector Fan Motor,61.15243098193527,1.0897499485554283,8.733213038361194,1651.0287247805634,0
Automatic Mould-Handling Motor,95.88374704780728,4.720820743689653,38.86546253390013,1188.0282218623406,1
Dust Collector Fan Motor,59.138526469939045,7.010854293249635,21.599965247549022,1256.978074737153,0
Hydraulic Gesa Moulding Motor,92.87704814492376,7.008117361194236,63.20823907085506,1224.8520584411892,1
Dust Collector Fan Motor,64.17724669491145,5.946411306728673,22.010808777174663,1344.930941133065,0
ID Fan Motor,61.6331555977479,3.924436366672456,14.554920888116738,1157.098526180855,0
Hydraulic Gesa Moulding Motor,90.07021841259575,12.946118054480717,40.14960645540607,1367.9977827013793,1
ID Fan Motor,52.99295496185952,2.747429178435192,9.58264572221344,1401.9888015066524,0
Dust Collector Fan Motor,51.5217168414363,4.132555494519554,24.281520765900073,1670.9850916024147,0
Dust Collector Fan Motor,62.0863801320965,7.5057513552279405,16.082659426085517,1784.4530476086904,0
ID Fan Motor,61.65556121333754,0.7455568341977374,16.686322107530042,2108.5071576690716,0
Automatic Mould-Handling Motor,65.08607650543692,0.6932197727925704,24.88830601848398,1103.0730619777505,0
Hybrid Moulding Machine Motor,70.37520133418747,5.919002233748821,45.41314355899574,1185.297923228854,0
Dust Collector Fan Motor,47.00723417555248,4.634015339297754,18.354852733634534,1837.8351078046142,0
Hybrid Moulding Machine Motor,57.493847799127636,2.3865031326077704,52.270845184115686,2231.925721901782,0
Automatic Mould-Handling Motor,81.79973075516756,6.1509373349888605,27.97851449599229,1617.6253589102607,0
Automatic Mould-Handling Motor,62.82695144136987,4.035906410343566,18.81985413724901,1471.4264765323965,0
Hydraulic Gesa Moulding Motor,85.54036301749055,14.541142450118194,62.836279199238476,1562.0531555989576,1
Hybrid Moulding Machine Motor,52.79107155023625,7.4920966646220135,58.17421075107498,1731.9249567532581,0
ID Fan Motor,48.648163903617515,2.5757985511686083,13.317263140607103,1618.4477233223104,0
ID Fan Motor,45.44203759880998,3.028569685552479,11.921448804293275,1665.7469863251442,0
ID Fan Motor,57.86202231637044,-0.2322952377195291,12.989991187348844,2175.136430344881,0
Hybrid Moulding Machine Motor,63.682074809739206,4.84274770612263,23.168736738403677,2024.873022956082,0
Hydraulic Gesa Moulding Motor,82.11813531395293,8.296211485045612,30.72683807930258,1612.5215744048332,1
Hybrid Moulding Machine Motor,77.22611456331117,5.09887962127619,61.83487656038386,1251.541805620271,1
Dust Collector Fan Motor,60.45795949460645,6.86438530293081,11.147240740222959,1424.904386480102,0
ID Fan Motor,58.80266128559259,2.996558916941798,11.258849364489167,1461.0537900799723,0
Hydraulic Gesa Moulding Motor,94.69501325151371,12.370189686897136,31.945780599605193,1580.3253673093386,1
Hydraulic Gesa Moulding Motor,78.94061541978495,15.239128012962956,42.944881480454036,1991.7350416332201,1
Hydraulic Gesa Moulding Motor,91.71660744154524,10.812147409450061,59.540280234939786,1339.755495093571,1
Dust Collector Fan Motor,66.35299240079273,6.503142169664639,22.857235632035444,1107.006852515282,0
Hybrid Moulding Machine Motor,64.76487177446221,3.963108173267833,32.20866945920791,1132.8179199713231,0
Hybrid Moulding Machine Motor,81.1469495942074,5.9626687350365195,33.749034167959785,1561.6285788814407,0
Hydraulic Gesa Moulding Motor,87.57549539912202,2.83015208760959,38.57074821855258,1719.8925537784444,1
Dust Collector Fan Motor,74.82135193978634,3.580717962617589,28.03543432102622,1625.7057028098136,0
Hybrid Moulding Machine Motor,70.86790346914141,4.797781794902296,28.111691336347562,1688.8240754660362,0
Dust Collector Fan Motor,64.1101915092104,4.19218471707042,13.586820344461401,1870.8279525631312,0
Hybrid Moulding Machine Motor,69.81982990590014,7.45902992696983,29.041613130620664,1415.3458262924253,0
Automatic Mould-Handling Motor,75.72996755973358,6.560156359433166,30.601496700849488,1868.1150179910455,0
